from_id,to_id,travel_time,routes,board_stops,alight_stops,ride_times,access_time,egress_time,transfer_time,wait_times,total_time,n_iterations
736,14996,41.0,"['L2V', 'L6', '126']","['90', '29', 'PD529']","['29', '105', 'PD61']","[2.3, 7.3, 3.0]",5.0,11.1,4.0,"[2.3, 2.0, 3.7]",40.7,12
738,14996,38.0,"['L3', '224']","['75', 'PD107']","['118', 'PD61']","[13.5, 6.3]",1.9,11.1,2.0,"[2.3, 2.1]",39.3,1
739,14996,44.0,"['L2R', 'L6', '508']","['4', '29', 'PD529']","['29', '105', 'PD530']","[6.1, 7.3, 3.1]",6.0,12.0,4.0,"[2.7, 2.6, 1.4]",45.2,7
758,14996,26.0,['325'],['PD334'],['PD892'],[11.8],6.8,4.7,0.0,[1.6],25.0,4
762,14996,27.0,"['L3', '212']","['117', 'PD107']","['118', 'PD61']","[3.0, 6.2]",0.6,11.1,2.0,"[4.7, 1.0]",28.6,6
763,14996,28.0,['325'],['PD428'],['PD892'],[22.3],0.9,4.7,0.0,[1.0],29.0,3
800,14996,36.0,"['L5', 'L3', '325']","['6', '35', 'PD333']","['35', '117', 'PD892']","[3.3, 1.9, 14.4]",3.6,4.7,0.5,"[3.7, 4.1, 1.3]",37.6,1
821,14996,45.0,"['L3', '104']","['12', 'PD107']","['118', 'PD61']","[15.1, 6.6]",8.4,11.1,2.0,"[1.1, 4.2]",48.5,1
839,14996,42.0,"['H12', 'L6', '507']","['PH629', '29', 'PD115']","['PA828', '105', 'PD590']","[6.7, 7.3, 5.4]",1.5,11.3,4.9,"[2.7, 3.8, 1.3]",45.0,1
844,14996,40.0,"['L3', '325']","['12', 'PD335']","['106', 'PD892']","[13.5, 10.8]",3.1,4.7,1.7,"[3.1, 1.1]",37.9,2
873,14996,41.0,"['L3', '325']","['12', 'PD107']","['118', 'PD892']","[15.1, 8.5]",3.1,4.7,2.0,"[2.1, 2.3]",37.8,6
891,14996,41.0,"['L1', 'L2R', 'L6', '126']","['46', '44', '29', 'PD529']","['44', '29', '105', 'PD61']","[0.9, 4.3, 7.3, 3.3]",4.6,11.1,4.0,"[1.0, 2.1, 2.2, 1.3]",42.2,1
901,14996,91.0,"['G14', 'MTN', 'L6', '325']","['PG1602', 'PT0217', '102', 'PD335']","['PG741', 'PT0212', '106', 'PD892']","[14.1, 13.1, 14.5, 10.8]",11.4,4.7,5.3,"[3.9, 5.1, 1.4, 2.7]",86.8,1
905,14996,38.0,"['L3', 'L6', '126']","['115', '106', 'PD529']","['106', '105', 'PD61']","[8.4, 1.4, 3.3]",5.3,11.1,4.0,"[1.1, 2.9, 1.3]",38.8,3
907,14996,52.0,"['119', 'L6', '126']","['PA280', '103', 'PD529']","['PH293', '105', 'PD61']","[9.5, 10.2, 3.3]",4.2,11.1,5.0,"[3.3, 4.2, 1.7]",52.6,2
910,14996,29.0,"['506', '325']","['PD524', 'PD530']","['PD590', 'PD892']","[12.9, 1.5]",2.4,4.7,0.7,"[1.1, 1.1]",24.5,1
914,14996,39.0,"['L6', '126']","['29', 'PD529']","['105', 'PD61']","[7.3, 3.3]",8.7,11.1,4.0,"[2.2, 2.5]",39.3,6
932,14996,40.0,"['L5', 'L6', '508', '325']","['75', '61', 'PD529', 'PD530']","['61', '105', 'PD530', 'PD892']","[9.0, 2.4, 3.1, 1.8]",4.0,4.7,4.0,"[3.5, 1.8, 2.8, 1.8]",39.0,1
941,14996,42.0,"['L2R', 'L6', '508']","['45', '29', 'PD529']","['29', '105', 'PD530']","[2.8, 7.3, 3.1]",6.3,12.0,4.0,"[1.3, 3.2, 1.6]",41.6,2
973,14996,28.0,"['L3', '104']","['117', 'PD107']","['118', 'PD61']","[3.0, 6.6]",1.4,11.1,2.0,"[3.5, 1.8]",29.4,10
978,14996,26.0,"['519', '325']","['PD644', 'PD530']","['PD590', 'PD892']","[8.6, 1.5]",5.0,4.7,0.7,"[1.4, 3.1]",25.0,1
982,14996,43.0,"['L2V', 'L3', '104']","['4', '12', 'PD107']","['12', '118', 'PD61']","[2.2, 15.1, 5.8]",5.3,11.1,2.0,"[1.6, 1.1, 2.1]",46.3,1
992,14996,37.0,['519'],['PA341'],['PD590'],[24.3],3.3,11.3,0.0,[1.4],40.3,1
999,14996,28.0,"['L3', '224']","['35', 'PD107']","['118', 'PD61']","[5.3, 6.3]",2.5,11.1,2.0,"[1.5, 2.0]",30.8,1
1002,14996,28.0,['325'],['PD428'],['PD892'],[22.3],0.9,4.7,0.0,[1.4],29.4,2
1003,14996,33.0,"['L5V', 'L6', '126']","['35', '61', 'PD529']","['61', '105', 'PD61']","[2.5, 2.4, 3.0]",5.7,11.1,4.0,"[1.0, 2.1, 1.9]",33.8,1
1012,14996,27.0,"['L3', '104']","['117', 'PD107']","['118', 'PD61']","[3.0, 6.6]",1.4,11.1,2.0,"[1.5, 3.7]",29.3,7
1025,14996,42.0,"['L3', 'L6', '126']","['12', '106', 'PD529']","['106', '105', 'PD61']","[13.5, 1.4, 3.0]",3.8,11.1,4.0,"[4.9, 1.0, 1.5]",44.2,1
1035,14996,41.0,"['204', '507c', '325']","['PA118', 'PA440', 'PD530']","['PA121', 'PD590', 'PD892']","[3.5, 17.3, 1.5]",1.4,4.7,2.2,"[5.3, 2.3, 3.3]",41.5,1
1041,14996,42.0,"['H12', 'L6', '508']","['PH135', '29', 'PD529']","['PA828', '105', 'PD530']","[2.9, 7.3, 3.1]",7.8,12.0,4.2,"[1.8, 1.3, 2.0]",42.3,1
1042,14996,47.0,"['L2V', 'L6', '106']","['94', '29', 'PD529']","['29', '105', 'PD61']","[4.6, 7.3, 2.8]",11.5,11.1,4.0,"[2.5, 1.3, 2.5]",47.6,4
1047,14996,42.0,"['L2V', 'L6', '519']","['19', '29', 'PD115']","['29', '105', 'PD590']","[4.6, 7.3, 4.8]",4.1,11.3,4.8,"[1.7, 1.7, 2.2]",42.5,1
1057,14996,35.0,"['L5R', 'L6', '508', '325']","['35', '61', 'PD529', 'PD530']","['61', '105', 'PD530', 'PD892']","[2.1, 2.4, 3.1, 1.5]",7.9,4.7,4.0,"[1.2, 1.3, 1.5, 1.0]",30.9,1
1059,14996,42.0,"['L3', '325']","['115', 'PD107']","['118', 'PD892']","[10.0, 8.5]",9.3,4.7,2.0,"[3.2, 3.2]",40.9,3
1060,14996,42.0,"['L1', 'L5R', 'L6', '508']","['46', '6', '61', 'PD529']","['6', '61', '105', 'PD530']","[4.5, 5.5, 2.4, 3.1]",4.6,12.0,4.0,"[1.1, 1.5, 1.4, 1.6]",41.8,2
1061,14996,48.0,"['L1', 'L3', '325']","['50', '15', 'PD107']","['15', '118', 'PD892']","[11.1, 11.8, 7.3]",1.2,4.7,2.0,"[2.0, 3.9, 1.8]",45.7,6
1062,14996,52.0,"['308', 'L3', '325']","['PB1950', '12', 'PD333']","['PA84', '117', 'PD892']","[3.2, 11.8, 14.4]",5.8,4.7,2.6,"[1.1, 2.6, 5.1]",51.2,1
1065,14996,40.0,"['209', '506']","['PA139', 'PA438']","['PA141', 'PD590']","[2.9, 19.2]",2.0,11.3,1.4,"[3.8, 1.0]",41.7,2
1066,14996,50.0,"['402', 'L2R', 'L6', '507c']","['PA226', '4', '29', 'PD115']","['PA229', '29', '105', 'PD590']","[2.4, 6.1, 7.3, 4.6]",3.6,11.3,8.6,"[1.7, 1.3, 2.4, 1.1]",50.5,1
1067,14996,38.0,"['L2V', 'L6', '508', '325']","['90', '29', 'PD529', 'PD530']","['29', '105', 'PD530', 'PD892']","[2.3, 7.3, 3.1, 1.5]",2.6,4.7,4.0,"[1.8, 3.8, 1.3, 3.6]",35.9,7
1069,14996,44.0,"['506v', 'L2R', 'L6', '126']","['PA434', '70', '29', 'PD529']","['PA435', '29', '105', 'PD61']","[2.4, 1.6, 7.3, 3.3]",4.8,11.1,5.8,"[1.1, 3.5, 1.0, 1.4]",43.5,1
1071,14996,33.0,"['L6', '519']","['29', 'PD115']","['105', 'PD590']","[7.3, 5.2]",1.1,11.3,4.8,"[2.7, 2.2]",34.5,2
1077,14996,48.0,"['507', 'L2R', 'L6', '126']","['PA457', '70', '29', 'PD529']","['PA435', '29', '105', 'PD61']","[7.2, 1.6, 7.3, 3.3]",1.4,11.1,5.8,"[5.3, 2.7, 1.0, 1.5]",48.3,2
1078,14996,39.0,"['L5R', 'L3', '224']","['7', '35', 'PD107']","['35', '118', 'PD61']","[5.7, 5.3, 5.4]",3.5,11.1,2.0,"[3.1, 2.8, 1.3]",40.3,1
1083,14996,43.0,"['229', 'L6', '106']","['PA694', '29', 'PD529']","['PA62', '105', 'PD61']","[5.6, 7.3, 2.8]",2.9,11.1,7.9,"[1.1, 2.1, 1.9]",42.7,1
1084,14996,38.0,"['L3', '506e']","['115', 'PD524']","['35', 'PD590']","[4.4, 11.9]",5.8,11.3,3.9,"[3.0, 1.4]",41.7,1
1087,14996,38.0,"['L5V', 'L3', '325']","['7', '75', 'PD333']","['75', '117', 'PD892']","[0.9, 10.1, 14.4]",3.5,4.7,0.5,"[1.6, 1.8, 1.3]",38.9,3
1088,14996,43.0,"['226', '506', '325']","['PA66', 'PA658', 'PD530']","['PA68', 'PD590', 'PD892']","[3.5, 20.8, 1.5]",3.2,4.7,1.7,"[1.1, 2.2, 2.0]",40.8,1
1090,14996,43.0,"['L3', '325']","['115', 'PD335']","['106', 'PD892']","[8.4, 10.8]",9.8,4.7,1.7,"[1.4, 1.5]",38.1,1
1092,14996,44.0,"['H06', '506v']","['PA66', 'PA658']","['PA68', 'PD590']","[3.3, 21.7]",3.2,11.3,1.0,"[2.0, 2.0]",44.4,2
1095,14996,39.0,"['L5V', 'L3', '325']","['7', '75', 'PD333']","['75', '117', 'PD892']","[0.9, 10.1, 14.4]",3.5,4.7,0.5,"[1.5, 1.0, 2.0]",38.8,1
1099,14996,49.0,"['L1', 'L2V', 'L6', '126']","['83', '44', '29', 'PD529']","['44', '29', '105', 'PD61']","[0.9, 6.1, 7.3, 3.3]",10.3,11.1,4.0,"[1.3, 1.3, 1.6, 2.1]",49.4,1
1100,14996,41.0,"['H06', 'L6', '519']","['PA517', '29', 'PD115']","['PA827', '105', 'PD590']","[2.8, 7.3, 4.8]",3.4,11.3,5.2,"[3.9, 2.3, 2.7]",43.7,1
1101,14996,51.0,"['L1', 'L2R', 'L6', '126']","['2', '44', '29', 'PD529']","['44', '29', '105', 'PD61']","[6.0, 4.3, 7.3, 3.3]",6.7,11.1,4.0,"[1.1, 2.5, 1.9, 1.5]",49.8,1
1103,14996,50.0,"['L1', 'L2R', 'L6', '126']","['2', '44', '29', 'PD529']","['44', '29', '105', 'PD61']","[6.0, 4.3, 7.3, 3.3]",6.7,11.1,4.0,"[1.5, 2.3, 2.7, 1.6]",50.9,3
1111,14996,48.0,"['L1', 'L2R', 'L6', '510']","['23', '44', '29', 'PD115']","['44', '29', '105', 'PD590']","[7.3, 4.3, 7.3, 5.4]",2.5,11.3,4.8,"[1.5, 1.0, 1.8, 1.3]",48.4,1
1114,14996,48.0,"['407', 'L1', 'L3', '104']","['PI340', '97', '15', 'PD107']","['PI341', '15', '118', 'PD61']","[1.4, 7.3, 11.8, 5.8]",1.2,11.1,2.7,"[1.1, 2.3, 2.3, 1.6]",48.7,1
1117,14996,34.0,"['L3', '325']","['35', 'PD333']","['117', 'PD892']","[1.9, 14.4]",6.2,4.7,0.5,"[3.0, 3.3]",34.0,7
1118,14996,43.0,"['506', '325']","['PA436', 'PD530']","['PD590', 'PD892']","[21.7, 1.5]",13.2,4.7,0.7,"[1.7, 1.9]",45.3,1
1124,14996,43.0,"['204', '507c']","['PA116', 'PA440']","['PA121', 'PD590']","[7.0, 17.3]",1.3,11.3,1.5,"[1.0, 3.5]",43.0,1
1125,14996,48.0,"['L1', 'L3', '104']","['23', '15', 'PD107']","['15', '118', 'PD61']","[9.8, 11.8, 6.6]",2.5,11.1,2.0,"[3.2, 1.0, 1.9]",50.1,1
1130,14996,58.0,"['J13', 'L5R', 'L3', '325']","['PI1391', '9', '75', 'PD333']","['PJ145', '75', '117', 'PD892']","[7.4, 8.9, 10.1, 14.4]",4.9,4.7,1.1,"[1.2, 2.6, 1.4, 1.5]",58.3,1
1131,14996,44.0,"['L3', 'L6', '126']","['115', '106', 'PD529']","['106', '105', 'PD61']","[8.4, 1.4, 3.0]",11.1,11.1,4.0,"[4.6, 3.0, 1.4]",47.8,1
1132,14996,48.0,"['L1', 'L3', '224']","['23', '15', 'PD107']","['15', '118', 'PD61']","[9.8, 11.8, 5.4]",2.5,11.1,2.0,"[1.4, 3.7, 2.1]",49.9,4
1133,14996,48.0,"['L1', 'L3', '104']","['23', '15', 'PD107']","['15', '118', 'PD61']","[9.8, 11.8, 6.6]",2.5,11.1,2.0,"[2.0, 3.2, 1.7]",50.8,1
1134,14996,41.0,"['203', 'L6', '106']","['PA98', '104', 'PD529']","['PA819', '105', 'PD61']","[3.3, 5.7, 2.9]",4.2,11.1,9.2,"[1.5, 1.4, 2.4]",41.7,1
1135,14996,48.0,"['L1', 'L3', '325']","['97', '15', 'PD107']","['15', '118', 'PD892']","[7.3, 11.8, 7.3]",6.0,4.7,2.0,"[2.2, 2.3, 1.9]",45.4,5
1137,14996,50.0,"['210v', 'L3', '325']","['PA337', '15', 'PD107']","['PA167', '118', 'PD892']","[4.7, 11.8, 8.5]",10.4,4.7,3.7,"[1.0, 2.7, 3.0]",50.6,1
1138,14996,41.0,"['207e', '506']","['PA139', 'PA438']","['PA141', 'PD590']","[2.5, 19.2]",2.4,11.3,1.4,"[2.8, 1.9]",41.5,5
1140,14996,43.0,"['H06', '506']","['PA66', 'PA658']","['PA68', 'PD590']","[3.3, 20.8]",2.9,11.3,1.0,"[1.5, 3.0]",43.9,3
1141,14996,39.0,"['L5R', 'L3', '104']","['7', '35', 'PD107']","['35', '118', 'PD61']","[5.7, 5.3, 6.6]",3.5,11.1,2.0,"[3.0, 2.1, 1.1]",40.4,1
1144,14996,43.0,"['204e', '506v']","['PA118', 'PA440']","['PA121', 'PD590']","[3.3, 17.8]",2.8,11.3,1.5,"[5.8, 1.8]",44.2,1
1151,14996,44.0,"['508', 'L3', '212']","['PA332', '75', 'PD107']","['PA417', '118', 'PD61']","[2.8, 13.5, 6.2]",0.8,11.1,5.8,"[1.8, 1.5, 2.2]",45.7,1
1159,14996,45.0,"['L3', '519']","['115', 'PD427']","['35', 'PD590']","[4.4, 15.4]",12.5,11.3,0.8,"[3.7, 1.1]",49.3,1
1160,14996,35.0,"['L3', '325']","['116', 'PD333']","['117', 'PD892']","[4.1, 17.0]",4.6,4.7,0.5,"[1.9, 1.9]",34.7,2
1163,14996,44.0,"['L5', 'L6', '106']","['76', '61', 'PD529']","['61', '105', 'PD61']","[14.1, 2.4, 2.9]",2.6,11.1,4.0,"[2.5, 4.8, 1.1]",45.5,1
1166,14996,41.0,"['L6', '126']","['29', 'PD529']","['105', 'PD61']","[7.3, 3.0]",14.5,11.1,4.0,"[1.1, 1.8]",42.8,2
1170,14996,53.0,"['L1', 'L3', '325']","['23', '15', 'PD107']","['15', '118', 'PD892']","[9.8, 11.8, 7.3]",8.8,4.7,2.0,"[1.8, 3.6, 1.4]",51.1,7
1175,14996,44.0,"['506', '325']","['PA290', 'PD530']","['PD590', 'PD892']","[28.7, 1.5]",2.8,4.7,0.7,"[4.1, 2.2]",44.8,7
1176,14996,41.0,"['229', '506v']","['PA55', 'PA436']","['PA57', 'PD590']","[3.2, 22.6]",0.4,11.3,1.2,"[1.5, 1.4]",41.7,1
1186,14996,49.0,"['210e', 'L1', 'L3', '104']","['PI340', '97', '15', 'PD107']","['PI341', '15', '118', 'PD61']","[0.9, 7.3, 11.8, 5.8]",1.2,11.1,2.7,"[2.0, 1.2, 2.2, 2.4]",48.5,1
1187,14996,48.0,"['L1', 'L3', '325']","['2', '15', 'PD333']","['15', '117', 'PD892']","[8.5, 8.4, 17.0]",2.8,4.7,0.5,"[2.5, 2.7, 2.2]",49.3,1
1189,14996,53.0,"['L1', 'L3', '325']","['23', '15', 'PD107']","['15', '118', 'PD892']","[9.8, 11.8, 7.3]",8.8,4.7,2.0,"[2.5, 3.8, 1.2]",51.8,8
1190,14996,40.0,"['L3', '104']","['15', 'PD107']","['118', 'PD61']","[11.8, 6.6]",8.7,11.1,2.0,"[1.6, 3.8]",45.7,4
1193,14996,31.0,"['210e', 'L6', '106']","['PA823', '61', 'PD529']","['PA181', '105', 'PD61']","[3.6, 2.4, 2.9]",3.1,11.1,6.9,"[1.5, 1.4, 2.0]",34.9,1
1194,14996,47.0,"['L1', 'L3', '104']","['23', '15', 'PD107']","['15', '118', 'PD61']","[9.8, 11.8, 6.6]",2.5,11.1,2.0,"[2.1, 2.4, 2.8]",51.2,2
1195,14996,48.0,"['L1', 'L3', '104']","['97', '15', 'PD107']","['15', '118', 'PD61']","[7.3, 11.8, 5.8]",6.0,11.1,2.0,"[1.6, 2.2, 2.0]",49.7,7
1200,14996,41.0,"['L6', '506']","['29', 'PD115']","['105', 'PD590']","[7.3, 4.6]",14.5,11.3,4.8,"[1.2, 3.2]",46.9,1
1205,14996,43.0,"['206', '506']","['PA663', 'PA438']","['PA95', 'PD590']","[4.1, 19.2]",2.1,11.3,2.7,"[1.1, 2.8]",43.4,2
1212,14996,43.0,"['L3', 'L6', '126']","['15', '106', 'PD529']","['106', '105', 'PD61']","[10.2, 1.4, 3.3]",8.1,11.1,4.0,"[4.5, 1.1, 1.8]",45.6,1
1214,14996,42.0,"['418', 'L3', '224']","['PA338', '15', 'PD107']","['PA167', '118', 'PD61']","[2.4, 11.8, 6.3]",3.4,11.1,3.7,"[1.1, 3.5, 2.2]",45.5,1
1217,14996,32.0,"['L3', 'L6', '126']","['116', '106', 'PD529']","['106', '105', 'PD61']","[5.9, 1.4, 3.3]",2.0,11.1,4.0,"[1.6, 2.0, 1.7]",33.0,1
1218,14996,50.0,"['L1', 'L3', '224']","['97', '15', 'PD107']","['15', '118', 'PD61']","[7.3, 11.8, 5.4]",7.3,11.1,2.0,"[1.2, 3.5, 2.1]",51.8,3
1220,14996,49.0,"['J03', 'L1', 'L3', '104']","['PA272', '83', '15', 'PD107']","['PA187', '15', '118', 'PD61']","[2.3, 3.4, 11.8, 5.8]",1.5,11.1,3.7,"[2.1, 2.3, 1.1, 3.2]",48.3,1
1227,14996,37.0,"['L3', '212']","['115', 'PD107']","['118', 'PD61']","[10.0, 6.2]",4.6,11.1,2.0,"[3.0, 2.1]",38.9,6
1230,14996,52.0,"['J05', 'L5R', 'L3', '104']","['PA563', '76', '35', 'PD107']","['PA547', '35', '118', 'PD61']","[2.6, 12.3, 5.3, 5.8]",5.8,11.1,3.5,"[1.1, 1.2, 2.3, 1.3]",52.4,1
1232,14996,49.0,"['L1', 'L3', '325']","['2', '15', 'PD107']","['15', '118', 'PD892']","[8.5, 11.8, 8.5]",5.2,4.7,2.0,"[2.4, 1.0, 1.5]",45.7,3
1233,14996,32.0,['507c'],['PD524'],['PD590'],[13.1],7.2,11.3,0.0,[1.6],33.2,5
1244,14996,49.0,"['508', 'L5R', 'L3', '325']","['PA463', '76', '35', 'PD107']","['PA7', '35', '118', 'PD892']","[2.0, 12.3, 5.3, 7.3]",0.7,4.7,4.2,"[1.3, 1.7, 1.2, 1.2]",41.9,1
1245,14996,36.0,"['L5V', 'L6', '508', '325']","['6', '61', 'PD529', 'PD530']","['61', '105', 'PD530', 'PD892']","[5.9, 2.4, 3.1, 1.5]",3.6,4.7,4.0,"[1.0, 1.9, 1.1, 2.3]",31.6,1
1248,14996,39.0,"['L2V', 'L6', '508']","['94', '29', 'PD529']","['29', '105', 'PD530']","[4.6, 7.3, 3.1]",0.8,12.0,4.0,"[2.3, 3.1, 2.1]",39.3,8
