direccion,precio,gastos_comunes,caracteristicas,num_caracteristicas,fecha_descarga,fecha_publicacion,titulo,url,latitud,longitud,ciudad
"Morandé 900 - 1200, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",274.000,Gastos comunes aproximados $ 82.000,27 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 47 días por Blue Home,"Morandé 924 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1479544760-morande-924-departamento-studio-santiago-_JM#position=34&search_layout=stack&type=item&tracking_id=4c0f8e68-271c-412f-ae94-eb7b79af989c,-33.4389571,-70.6538257,Santiago
"Santo Domingo 3000 - 3300, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",256.000,Gastos comunes aproximados $ 68.000,29 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 51 días por Blue Home,"Santo Domingo 3251 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1451876852-santo-domingo-3251-departamento-studio-santiago-_JM#position=35&search_layout=stack&type=item&tracking_id=4c0f8e68-271c-412f-ae94-eb7b79af989c,-33.438315,-70.6769181,Santiago
"Sara Del Campo 535, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",298.000,Gastos comunes aproximados $ 64.000,29 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 47 días por Blue Home,"Sara Del Campo 535 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1479768964-sara-del-campo-535-departamento-studio-santiago-_JM#position=36&search_layout=stack&type=item&tracking_id=4c0f8e68-271c-412f-ae94-eb7b79af989c,-33.444423900000004,-70.64361905,Santiago
"General Mackenna 1555, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",240.000,Gastos comunes aproximados $ 50.000,25 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 5 días,"Mc Dpto Home Studio, Const Socovesa Metro Santa Ana",https://www.portalinmobiliario.com/MLC-1660944704-mc-dpto-home-studio-const-socovesa-metro-santa-ana-_JM#position=38&search_layout=stack&type=item&tracking_id=4c0f8e68-271c-412f-ae94-eb7b79af989c,-33.4331961,-70.655742,Santiago
"Santo Domingo 1391, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",290.000,,30 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 5 días,Ap Metro Santa Ana - Santo Domingo/amunategui - 1 Dormitorio,https://www.portalinmobiliario.com/MLC-1383812869-ap-metro-santa-ana-santo-domingoamunategui-1-dormitorio-_JM#position=39&search_layout=stack&type=item&tracking_id=4c0f8e68-271c-412f-ae94-eb7b79af989c,-33.436706724489795,-70.65671476734693,Santiago
"Avenida Portugal, Santa Isabel, Santiago, RM (Metropolitana)",285.000,Gastos comunes aproximados $ 35.000,30 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 4 días por Houm,Departamento Avenida Portugal Id: 16311,https://www.portalinmobiliario.com/MLC-1663658930-departamento-avenida-portugal-id-16311-_JM#position=42&search_layout=stack&type=item&tracking_id=4c0f8e68-271c-412f-ae94-eb7b79af989c,-33.4495281,-70.6349618,Santiago
"San Martín, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",265.000,Gastos comunes aproximados $ 55.000,30 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 5 días por Houm,Departamento San Martín Id: 107470,https://www.portalinmobiliario.com/MLC-1383709545-departamento-san-martin-id-107470-_JM#position=43&search_layout=stack&type=item&tracking_id=4c0f8e68-271c-412f-ae94-eb7b79af989c,-33.4420279,-70.6577554,Santiago
"Compañía De Jesus, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",8,Gastos comunes aproximados $ 36.000,25 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 3 días por Houm,Departamento Compañía De Jesus Id: 102969,https://www.portalinmobiliario.com/MLC-1665279196-departamento-compania-de-jesus-id-102969-_JM#position=2&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.4390414,-70.65674,Santiago
"Santa Elena 2120, San Joaquín, Chile, Santiago, RM (Metropolitana)",289.000,Gastos comunes aproximados $ 57.000,25 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 6 días por Blue Home,"Santa Elena 2120 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1383465063-santa-elena-2120-departamento-studio-santiago-_JM#position=5&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.471304468750006,-70.6266601875,Santiago
"Rosas, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",280.000,,32 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 2 días por Houm,Departamento Rosas Id: 32102,https://www.portalinmobiliario.com/MLC-1670447212-departamento-rosas-id-32102-_JM#position=10&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.4357569,-70.6578716,Santiago
"Manuel Antonio Tocornal 532, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",260.000,Gastos comunes aproximados $ 80.000,33 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 2 días,Cómodo Departamento 1308 En Metro Santa Isabel,https://www.portalinmobiliario.com/MLC-1669866412-comodo-departamento-1308-en-metro-santa-isabel-_JM#position=11&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.449921372000006,-70.640069072,Santiago
"Santa Isabel 951, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)",295.000,Gastos comunes aproximados $ 70.000,36 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 5 días,Departamento 1d Y 1b En Santa Isabel. Metro Parque Almagro.,https://www.portalinmobiliario.com/MLC-1659609284-departamento-1d-y-1b-en-santa-isabel-metro-parque-almagro-_JM#position=15&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.45080965,-70.648608477035,Santiago
"Teatinos 251, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",280.000,Gastos comunes aproximados $ 45.000,38 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 5 días,Departamento 1d Y 1b En Teatinos. Metro Santa Ana,https://www.portalinmobiliario.com/MLC-1660361984-departamento-1d-y-1b-en-teatinos-metro-santa-ana-_JM#position=17&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.44069472,-70.65489804,Santiago
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",256.000,Gastos comunes aproximados $ 68.000,29 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 2 días por Blue Home,"Santo Domingo 3251 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1669967234-santo-domingo-3251-departamento-studio-santiago-_JM#position=18&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.43829354189189,-70.67935596756757,Santiago
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",262.000,Gastos comunes aproximados $ 72.000,35 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 6 días por Blue Home,"Santo Domingo 3251 -  Departamento 1d1b, Santiago",https://www.portalinmobiliario.com/MLC-1383463879-santo-domingo-3251-departamento-1d1b-santiago-_JM#position=19&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.43829354189189,-70.67935596756757,Santiago
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",262.000,Gastos comunes aproximados $ 72.000,35 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 2 días por Blue Home,"Santo Domingo 3251 -  Departamento 1d1b, Santiago",https://www.portalinmobiliario.com/MLC-1669865246-santo-domingo-3251-departamento-1d1b-santiago-_JM#position=22&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.43829354189189,-70.67935596756757,Santiago
"Santiago, Parque O'Higgins, Santiago, RM (Metropolitana)",200.000,Gastos comunes aproximados $ 80.000,34 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 31 días por Houm,Departamento Santiago Id: 105352,https://www.portalinmobiliario.com/MLC-1373752157-departamento-santiago-id-105352-_JM#position=24&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.4590514,-70.65846924633175,Santiago
"Morandé 696, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",294.000,Gastos comunes aproximados $ 60.000,57 m² totales / 2 dormitorios / 2 baños,3,2023-05-17,Publicado hace 4 meses,"2d 2b 30% Dcto En Primer Mes Arriendo, Morande 696",https://www.portalinmobiliario.com/MLC-1580036912-2d-2b-30-dcto-en-primer-mes-arriendo-morande-696-_JM#position=26&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.4356123,-70.65445070588235,Santiago
"Morandé 696, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",224.000,Gastos comunes aproximados $ 45.000,35 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 4 meses,1d 1b 30% Dcto En Primer Mes De Arriendo - Morande 696,https://www.portalinmobiliario.com/MLC-1580011830-1d-1b-30-dcto-en-primer-mes-de-arriendo-morande-696-_JM#position=28&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.4356123,-70.65445070588235,Santiago
"Mapocho 1522, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",230.000,Gastos comunes aproximados $ 28.000,20 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 4 meses,Departamento Estudio ,https://www.portalinmobiliario.com/MLC-1534904874-departamento-estudio-_JM#position=29&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.4319781,-70.6590147,Santiago
"Morandé 626, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",260.000,Gastos comunes aproximados $ 55.000,35 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 7 meses,"1d 1b Morande 626,plaza De Armas, Linea 3",https://www.portalinmobiliario.com/MLC-1376687109-1d-1b-morande-626plaza-de-armas-linea-3-_JM#position=30&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.4361758,-70.6543667745098,Santiago
"Eyzaguirre, San Diego, Santiago, RM (Metropolitana)",251.250,Gastos comunes aproximados $ 50.000,35 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 22 días por Houm,Departamento Eyzaguirre Id: 69683,https://www.portalinmobiliario.com/MLC-1377372045-departamento-eyzaguirre-id-69683-_JM#position=32&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.4532372,-70.6527052,Santiago
"San Martín 600 - 900, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",250.000,Gastos comunes aproximados $ 60.000,30 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 14 días,Home Estudio Ideal Para Parejas O Persona Sola,https://www.portalinmobiliario.com/MLC-1379713977-home-estudio-ideal-para-parejas-o-persona-sola-_JM#position=33&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.4403431,-70.6579649,Santiago
"Carmen, 644, Barrio Diez de Julio, Santiago, RM (Metropolitana)",295.000,Gastos comunes aproximados $ 70.000,40 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 12 días,Arriendo Depto. En Ubicación Privilegiada,https://www.portalinmobiliario.com/MLC-1626797340-arriendo-depto-en-ubicacion-privilegiada-_JM#position=34&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.452596,-70.64049,Santiago
"Huerfanos 1400, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",300.000,Gastos comunes aproximados $ 70.000,32 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 6 meses,Depto 1d. Semiamoblado! Disp Inmediata!,https://www.portalinmobiliario.com/MLC-1375444147-depto-1d-semiamoblado-disp-inmediata-_JM#position=37&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.439684,-70.6515389,Santiago
"Morandé, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",297.000,Gastos comunes aproximados $ 55.000,36 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 30 días por Houm,Departamento Morandé Id: 27534,https://www.portalinmobiliario.com/MLC-1547661122-departamento-morande-id-27534-_JM#position=43&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.4389571,-70.6538257,Santiago
"Morandé 924, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",274.000,Gastos comunes aproximados $ 82.000,27 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 12 días por Blue Home,"Morandé 924 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1380351861-morande-924-departamento-studio-santiago-_JM#position=44&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.432907650000004,-70.65482386556661,Santiago
"San Pablo, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",221.250,Gastos comunes aproximados $ 40.000,26 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 31 días por Houm,Departamento San Pablo Id: 86336,https://www.portalinmobiliario.com/MLC-1547284028-departamento-san-pablo-id-86336-_JM#position=45&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.4344752,-70.6573354,Santiago
"San Pablo 1433, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",260.000,Gastos comunes aproximados $ 45.000,36 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 31 días por Houm,Departamento San Pablo 1433 Id: 62806,https://www.portalinmobiliario.com/MLC-1373761877-departamento-san-pablo-1433-id-62806-_JM#position=46&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.43438923125,-70.65783231875001,Santiago
"San Isidro, Santa Isabel, Santiago, RM (Metropolitana)",290.000,Gastos comunes aproximados $ 60.000,28 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 10 días por Houm,Departamento San Isidro Id: 102133,https://www.portalinmobiliario.com/MLC-1636131194-departamento-san-isidro-id-102133-_JM#position=47&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.445693,-70.6441551,Santiago
"Morandé 924, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",274.000,Gastos comunes aproximados $ 82.000,27 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 23 días por Blue Home,"Morandé 924 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1576950572-morande-924-departamento-studio-santiago-_JM#position=48&search_layout=stack&type=item&tracking_id=08b1384e-c04c-4425-b9a2-795e8380eb1d,-33.432907650000004,-70.65482386556661,Santiago
"Serrano, San Diego, Santiago, RM (Metropolitana)",270.750,Gastos comunes aproximados $ 45.000,25 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 31 días por Houm,Departamento Serrano Id: 91145,https://www.portalinmobiliario.com/MLC-1547618880-departamento-serrano-id-91145-_JM#position=1&search_layout=stack&type=item&tracking_id=ac256d63-06e5-4dc0-ad21-1d8a6586b999,-33.4512621,-70.6480712,Santiago
"San Francisco, San Diego, Santiago, RM (Metropolitana)",300.000,Gastos comunes aproximados $ 30.000,33 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 15 días por Houm,Departamento San Francisco Id: 19461,https://www.portalinmobiliario.com/MLC-1379441351-departamento-san-francisco-id-19461-_JM#position=4&search_layout=stack&type=item&tracking_id=ac256d63-06e5-4dc0-ad21-1d8a6586b999,-33.4512815,-70.6468108,Santiago
"Carmen, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",297.000,Gastos comunes aproximados $ 60.000,35 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 18 días por Houm,Departamento Carmen Id: 86786,https://www.portalinmobiliario.com/MLC-1601070200-departamento-carmen-id-86786-_JM#position=5&search_layout=stack&type=item&tracking_id=ac256d63-06e5-4dc0-ad21-1d8a6586b999,-33.4672579,-70.636954,Santiago
"Máximo Humbser, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",7,Gastos comunes aproximados $ 50.000,38 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 30 días por Houm,Departamento Máximo Humbser Id: 103461,https://www.portalinmobiliario.com/MLC-1550715336-departamento-maximo-humbser-id-103461-_JM#position=6&search_layout=stack&type=item&tracking_id=ac256d63-06e5-4dc0-ad21-1d8a6586b999,-33.4395645,-70.6448649,Santiago
"Santa Elena 2120, San Joaquín, Chile, Santiago, RM (Metropolitana)",289.000,Gastos comunes aproximados $ 57.000,25 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 23 días por Blue Home,"Santa Elena 2120 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1376747687-santa-elena-2120-departamento-studio-santiago-_JM#position=7&search_layout=stack&type=item&tracking_id=ac256d63-06e5-4dc0-ad21-1d8a6586b999,-33.471304468750006,-70.6266601875,Santiago
"Santa Elena 2120, San Joaquín, Chile, Santiago, RM (Metropolitana)",289.000,Gastos comunes aproximados $ 57.000,25 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 9 días por Blue Home,"Santa Elena 2120 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1382056419-santa-elena-2120-departamento-studio-santiago-_JM#position=8&search_layout=stack&type=item&tracking_id=ac256d63-06e5-4dc0-ad21-1d8a6586b999,-33.471304468750006,-70.6266601875,Santiago
"Santa Rosa, San Diego, Santiago, RM (Metropolitana)",260.000,Gastos comunes aproximados $ 60.000,22 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 7 días por Houm,Departamento Santa Rosa Id: 22203,https://www.portalinmobiliario.com/MLC-1650429266-departamento-santa-rosa-id-22203-_JM#position=13&search_layout=stack&type=item&tracking_id=ac256d63-06e5-4dc0-ad21-1d8a6586b999,-33.44713005,-70.64469886509612,Santiago
"Vicuna Mackenna - Avenida Vicuña Mackenna 625, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",8,Gastos comunes aproximados $ 45.000,32 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 25 días,"Buenísimo, Impecable",https://www.portalinmobiliario.com/MLC-1375781697-buenisimo-impecable-_JM#position=14&search_layout=stack&type=item&tracking_id=ac256d63-06e5-4dc0-ad21-1d8a6586b999,-33.4492471,-70.6317592,Santiago
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",256.000,Gastos comunes aproximados $ 68.000,29 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 20 días por Blue Home,"Santo Domingo 3251 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1378195053-santo-domingo-3251-departamento-studio-santiago-_JM#position=15&search_layout=stack&type=item&tracking_id=ac256d63-06e5-4dc0-ad21-1d8a6586b999,-33.43829354189189,-70.67935596756757,Santiago
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",256.000,Gastos comunes aproximados $ 68.000,29 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 12 días por Blue Home,"Santo Domingo 3251 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1380336713-santo-domingo-3251-departamento-studio-santiago-_JM#position=16&search_layout=stack&type=item&tracking_id=ac256d63-06e5-4dc0-ad21-1d8a6586b999,-33.43829354189189,-70.67935596756757,Santiago
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",256.000,Gastos comunes aproximados $ 68.000,29 m² totales / 1 dormitorio / 1 baño,3,2023-05-17,Publicado hace 9 días por Blue Home,"Santo Domingo 3251 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1382015515-santo-domingo-3251-departamento-studio-santiago-_JM#position=17&search_layout=stack&type=item&tracking_id=ac256d63-06e5-4dc0-ad21-1d8a6586b999,-33.43829354189189,-70.67935596756757,Santiago
